task,dataset,seq_id,category,n_frames,n_boxes,purity,frac_small_area,frac_small_side,cats_in_seq,frac_small_per_cat,sqrt_area_max,sqrt_area_median,sqrt_area_min,sqrt_area_p05,sqrt_area_p95
SOT,sv248s,sv248s/01/000023,car,490,490,pure_small,1.0,1.0,,,5.43,5.42,4.96,5.16,5.42
SOT,sv248s,sv248s/01/000024,car,500,500,pure_small,1.0,1.0,,,5.45,4.65,4.59,4.59,5.05
SOT,sv248s,sv248s/01/000025,ship,490,383,pure_small,1.0,1.0,,,6.8,6.6,5.78,5.95,6.69
SOT,sv248s,sv248s/01/000026,car-large,490,490,pure_small,1.0,1.0,,,14.3,11.93,11.68,11.68,13.99
SOT,sv248s,sv248s/01/000027,car,490,383,pure_small,1.0,1.0,,,4.02,3.9,3.63,3.76,3.9
SOT,sv248s,sv248s/01/000028,car,486,324,pure_small,1.0,1.0,,,4.89,4.83,4.19,4.28,4.84
SOT,sv248s,sv248s/01/000029,ship,490,490,pure_small,1.0,1.0,,,15.63,14.87,14.25,14.35,15.59
SOT,sv248s,sv248s/01/000030,car,490,443,pure_small,1.0,1.0,,,3.94,3.72,3.72,3.72,3.94
SOT,sv248s,sv248s/01/000031,car,486,486,pure_small,1.0,1.0,,,4.22,4.21,3.09,3.69,4.21
SOT,sv248s,sv248s/01/000032,car,490,448,pure_small,1.0,1.0,,,4.76,3.39,3.13,3.34,4.47
SOT,sv248s,sv248s/01/000033,car,490,471,pure_small,1.0,1.0,,,3.9,3.9,3.75,3.9,3.9
SOT,sv248s,sv248s/01/000034,car,490,289,pure_small,1.0,1.0,,,4.1,4.1,3.77,4.1,4.1
SOT,sv248s,sv248s/01/000035,car,490,490,pure_small,1.0,1.0,,,3.9,3.9,3.9,3.9,3.9
SOT,sv248s,sv248s/01/000036,car,300,262,pure_small,1.0,1.0,,,5.58,5.24,3.92,4.32,5.51
SOT,sv248s,sv248s/01/000037,car-large,490,423,pure_small,1.0,1.0,,,7.94,6.7,4.71,5.18,7.56
SOT,sv248s,sv248s/01/000038,car-large,490,297,pure_small,1.0,1.0,,,8.41,7.66,7.63,7.63,8.31
SOT,sv248s,sv248s/01/000039,car-large,490,490,pure_small,1.0,1.0,,,7.9,7.51,6.96,6.96,7.77
SOT,sv248s,sv248s/01/000040,car,490,490,pure_small,1.0,1.0,,,3.7,3.7,3.69,3.69,3.7
SOT,sv248s,sv248s/01/000041,car,490,429,pure_small,1.0,1.0,,,4.95,4.95,3.83,4.04,4.95
SOT,sv248s,sv248s/01/000042,car,490,490,pure_small,1.0,1.0,,,5.2,5.08,4.62,4.67,5.2
SOT,sv248s,sv248s/01/000043,car,490,490,pure_small,1.0,1.0,,,4.39,3.2,3.19,3.2,4.39
SOT,sv248s,sv248s/01/000044,car,490,372,pure_small,1.0,1.0,,,3.79,3.04,3.04,3.04,3.79
SOT,sv248s,sv248s/01/000045,car,490,490,pure_small,1.0,1.0,,,4.41,4.41,4.41,4.41,4.41
SOT,sv248s,sv248s/01/000046,car,291,291,pure_small,1.0,1.0,,,5.63,5.63,4.93,5.3,5.63
SOT,sv248s,sv248s/02/000000,car,750,355,pure_small,1.0,1.0,,,5.37,5.05,5.05,5.05,5.29
SOT,sv248s,sv248s/02/000001,car,750,750,pure_small,1.0,1.0,,,5.28,4.93,4.8,4.84,5.01
SOT,sv248s,sv248s/02/000002,car,750,669,pure_small,1.0,1.0,,,6.45,5.48,4.92,4.96,6.29
SOT,sv248s,sv248s/02/000003,car,750,542,pure_small,1.0,1.0,,,8.85,6.35,5.68,5.75,8.85
SOT,sv248s,sv248s/02/000004,car,750,591,pure_small,1.0,1.0,,,5.63,4.69,4.08,4.16,4.69
SOT,sv248s,sv248s/02/000005,car,750,580,pure_small,1.0,1.0,,,5.45,4.67,4.55,4.64,5.0
SOT,sv248s,sv248s/02/000006,car,750,750,pure_small,1.0,1.0,,,6.62,6.49,5.74,5.89,6.61
SOT,sv248s,sv248s/02/000007,car,750,735,pure_small,1.0,1.0,,,7.98,6.69,6.69,6.69,7.98
SOT,sv248s,sv248s/02/000008,car,750,750,pure_small,1.0,1.0,,,8.77,7.45,7.45,7.45,8.76
SOT,sv248s,sv248s/02/000009,car,750,729,pure_small,1.0,1.0,,,8.91,7.21,6.95,6.95,7.28
SOT,sv248s,sv248s/02/000010,car,750,750,pure_small,1.0,1.0,,,6.45,5.31,4.55,4.71,5.99
SOT,sv248s,sv248s/02/000011,car,750,565,pure_small,1.0,1.0,,,5.41,5.05,4.84,4.93,5.41
SOT,sv248s,sv248s/02/000012,car,750,354,pure_small,1.0,1.0,,,6.27,5.89,4.49,5.31,6.27
SOT,sv248s,sv248s/02/000013,car,750,649,pure_small,1.0,1.0,,,6.93,6.0,5.03,5.15,6.66
SOT,sv248s,sv248s/02/000014,car,750,750,pure_small,1.0,1.0,,,5.46,3.97,3.84,3.84,4.91
SOT,sv248s,sv248s/02/000015,car-large,601,601,pure_small,1.0,1.0,,,7.65,7.49,5.72,5.86,7.65
SOT,sv248s,sv248s/02/000016,car,750,721,pure_small,1.0,1.0,,,4.39,4.1,3.35,3.85,4.1
SOT,sv248s,sv248s/02/000017,car,700,700,pure_small,1.0,1.0,,,4.65,4.35,3.74,4.19,4.65
SOT,sv248s,sv248s/02/000018,car,750,672,pure_small,1.0,1.0,,,4.96,4.85,4.79,4.79,4.94
SOT,sv248s,sv248s/02/000020,car,695,509,pure_small,1.0,1.0,,,6.92,6.91,5.89,5.94,6.92
SOT,sv248s,sv248s/02/000021,car,750,481,pure_small,1.0,1.0,,,6.9,6.22,5.18,5.44,6.74
SOT,sv248s,sv248s/02/000022,car,750,272,pure_small,1.0,1.0,,,8.57,6.54,5.97,6.07,7.43
SOT,sv248s,sv248s/02/000023,car,750,642,pure_small,1.0,1.0,,,7.78,6.67,6.05,6.43,7.61
SOT,sv248s,sv248s/02/000024,car,750,628,pure_small,1.0,1.0,,,6.37,6.13,5.34,5.49,6.13
SOT,sv248s,sv248s/02/000025,car,671,398,pure_small,1.0,1.0,,,7.03,6.24,5.94,6.24,7.02
SOT,sv248s,sv248s/02/000027,car,750,750,pure_small,1.0,1.0,,,7.0,6.02,5.19,5.36,6.65
SOT,sv248s,sv248s/02/000028,car,750,624,pure_small,1.0,1.0,,,7.39,5.78,5.09,5.21,6.85
SOT,sv248s,sv248s/02/000029,car,750,487,pure_small,1.0,1.0,,,6.21,5.72,4.58,5.15,6.21
SOT,sv248s,sv248s/02/000030,car,750,750,pure_small,1.0,1.0,,,7.04,6.09,5.62,5.78,7.03
SOT,sv248s,sv248s/02/000031,car,750,512,pure_small,1.0,1.0,,,5.76,4.94,4.83,4.88,5.5
SOT,sv248s,sv248s/02/000032,car,750,750,pure_small,1.0,1.0,,,6.5,6.05,5.17,5.34,6.3
SOT,sv248s,sv248s/02/000033,car,750,750,pure_small,1.0,1.0,,,7.77,6.6,5.99,6.27,7.23
SOT,sv248s,sv248s/02/000034,car,750,750,pure_small,1.0,1.0,,,7.04,5.64,4.64,4.77,6.58
SOT,sv248s,sv248s/02/000036,car,723,431,pure_small,1.0,1.0,,,5.9,5.31,5.3,5.3,5.9
SOT,sv248s,sv248s/02/000037,car,750,690,pure_small,1.0,1.0,,,6.96,5.15,5.05,5.05,5.49
SOT,sv248s,sv248s/02/000038,car,750,306,pure_small,1.0,1.0,,,6.97,5.4,4.4,4.66,6.58
SOT,sv248s,sv248s/02/000039,car,750,750,pure_small,1.0,1.0,,,5.85,4.75,4.1,4.46,5.64
SOT,sv248s,sv248s/02/000040,car,750,750,pure_small,1.0,1.0,,,8.0,4.92,4.3,4.35,6.0
SOT,sv248s,sv248s/02/000041,car,750,330,pure_small,1.0,1.0,,,5.75,5.34,4.81,5.34,5.55
SOT,sv248s,sv248s/03/000000,car,747,747,pure_small,1.0,1.0,,,5.76,4.76,4.23,4.42,5.36
SOT,sv248s,sv248s/03/000001,car,747,648,pure_small,1.0,1.0,,,5.57,5.36,4.81,5.12,5.57
SOT,sv248s,sv248s/03/000002,car,747,695,pure_small,1.0,1.0,,,5.12,4.96,4.32,4.69,5.12
SOT,sv248s,sv248s/03/000003,car,580,580,pure_small,1.0,1.0,,,5.65,4.94,4.3,4.41,5.39
SOT,sv248s,sv248s/03/000004,car,747,747,pure_small,1.0,1.0,,,6.13,5.78,5.59,5.61,6.06
SOT,sv248s,sv248s/03/000006,car-large,747,747,pure_small,1.0,1.0,,,12.15,9.95,7.88,7.88,11.95
SOT,sv248s,sv248s/03/000007,car-large,747,747,pure_small,1.0,1.0,,,10.43,9.43,7.82,7.85,10.43
SOT,sv248s,sv248s/03/000008,car,747,747,pure_small,1.0,1.0,,,9.19,9.03,8.32,8.35,9.19
SOT,sv248s,sv248s/03/000010,car-large,711,711,pure_small,1.0,1.0,,,12.44,11.17,10.16,10.16,12.44
SOT,sv248s,sv248s/03/000011,car-large,747,747,pure_small,1.0,1.0,,,11.13,10.32,9.31,9.58,11.13
SOT,sv248s,sv248s/03/000012,car-large,747,747,pure_small,1.0,1.0,,,11.67,10.04,7.4,7.9,11.52
SOT,sv248s,sv248s/03/000013,car,733,608,pure_small,1.0,1.0,,,5.22,4.64,3.89,4.09,5.2
SOT,sv248s,sv248s/03/000014,car-large,747,747,pure_small,1.0,1.0,,,13.02,9.53,8.96,9.12,12.57
SOT,sv248s,sv248s/03/000015,car-large,747,420,pure_small,1.0,1.0,,,10.8,9.59,9.09,9.26,10.8
SOT,sv248s,sv248s/03/000016,car-large,732,299,pure_small,1.0,1.0,,,7.76,6.78,6.57,6.58,7.76
SOT,sv248s,sv248s/03/000017,car-large,732,571,pure_small,1.0,1.0,,,9.62,7.51,6.98,7.12,9.16
SOT,sv248s,sv248s/03/000018,car-large,747,747,pure_small,1.0,1.0,,,11.27,10.92,10.05,10.35,11.22
SOT,sv248s,sv248s/03/000019,car-large,727,727,pure_small,1.0,1.0,,,11.75,10.31,9.89,9.89,11.42
SOT,sv248s,sv248s/03/000020,car-large,738,738,pure_small,1.0,1.0,,,10.13,9.62,8.4,8.45,10.13
SOT,sv248s,sv248s/03/000021,car,638,638,pure_small,1.0,1.0,,,4.58,4.33,3.82,3.96,4.51
SOT,sv248s,sv248s/03/000022,car,433,433,pure_small,1.0,1.0,,,5.89,5.89,5.17,5.39,5.89
SOT,sv248s,sv248s/03/000023,car-large,574,418,pure_small,1.0,1.0,,,7.97,6.95,6.3,6.3,7.34
SOT,sv248s,sv248s/03/000024,car-large,536,536,pure_small,1.0,1.0,,,7.11,6.28,5.9,5.9,7.05
SOT,sv248s,sv248s/03/000025,car-large,747,747,pure_small,1.0,1.0,,,10.46,9.45,8.85,8.88,10.33
SOT,sv248s,sv248s/03/000026,car-large,747,747,pure_small,1.0,1.0,,,9.79,9.2,7.04,8.14,9.79
SOT,sv248s,sv248s/03/000027,car-large,747,747,pure_small,1.0,1.0,,,10.85,8.69,7.97,7.97,10.59
SOT,sv248s,sv248s/03/000028,car-large,663,663,pure_small,1.0,1.0,,,12.15,12.15,11.61,11.61,12.15
SOT,sv248s,sv248s/03/000029,car,747,450,pure_small,1.0,1.0,,,6.05,5.67,5.24,5.24,6.05
SOT,sv248s,sv248s/03/000030,car,747,489,pure_small,1.0,1.0,,,6.36,5.87,4.8,4.85,6.19
SOT,sv248s,sv248s/03/000031,car,648,648,pure_small,1.0,1.0,,,5.52,4.81,4.36,4.39,5.27
SOT,sv248s,sv248s/03/000032,car,723,723,pure_small,1.0,1.0,,,6.49,5.83,5.34,5.41,6.24
SOT,sv248s,sv248s/03/000033,car,747,747,pure_small,1.0,1.0,,,6.59,5.77,5.44,5.49,5.94
SOT,sv248s,sv248s/03/000034,car-large,747,747,pure_small,1.0,1.0,,,12.54,11.38,7.97,7.99,12.53
SOT,sv248s,sv248s/03/000035,car-large,747,747,pure_small,1.0,1.0,,,10.18,9.1,8.12,8.25,10.16
SOT,sv248s,sv248s/03/000036,car,738,404,pure_small,1.0,1.0,,,4.8,4.53,3.65,3.76,4.8
SOT,sv248s,sv248s/03/000037,car-large,723,564,pure_small,1.0,1.0,,,6.82,6.54,6.02,6.02,6.82
SOT,sv248s,sv248s/03/000038,car-large,747,747,pure_small,1.0,1.0,,,11.19,10.32,8.51,9.17,11.12
SOT,sv248s,sv248s/03/000039,car-large,747,747,pure_small,1.0,1.0,,,12.41,11.91,10.93,11.0,12.34
SOT,sv248s,sv248s/03/000040,car-large,728,728,pure_small,1.0,1.0,,,11.42,9.93,9.38,9.39,11.01
SOT,sv248s,sv248s/04/000000,plane,748,748,mixed,0.6725,0.0,,,33.28,31.6,30.01,30.24,33.01
SOT,sv248s,sv248s/04/000001,plane,748,748,pure_small,1.0,0.0053,,,27.83,27.83,27.14,27.35,27.83
SOT,sv248s,sv248s/04/000002,plane,748,748,pure_small,1.0,1.0,,,24.52,24.52,22.93,22.93,24.52
SOT,sv248s,sv248s/04/000003,plane,748,748,pure_small,1.0,1.0,,,27.13,25.18,23.87,24.04,27.09
SOT,sv248s,sv248s/04/000004,car,713,713,pure_small,1.0,1.0,,,4.91,4.64,4.33,4.46,4.85
SOT,sv248s,sv248s/04/000005,car,748,733,pure_small,1.0,1.0,,,5.45,4.82,4.41,4.44,5.36
SOT,sv248s,sv248s/04/000006,car,748,738,pure_small,1.0,1.0,,,7.43,7.08,6.41,6.43,7.38
SOT,sv248s,sv248s/04/000007,car,686,673,pure_small,1.0,1.0,,,6.53,5.49,4.52,4.54,6.45
SOT,sv248s,sv248s/04/000008,car,646,646,pure_small,1.0,1.0,,,4.89,4.58,4.45,4.48,4.81
SOT,sv248s,sv248s/04/000009,car,589,477,pure_small,1.0,1.0,,,5.3,4.44,3.79,3.88,5.08
SOT,sv248s,sv248s/04/000010,car,737,737,pure_small,1.0,1.0,,,5.35,4.71,4.47,4.5,5.27
SOT,sv248s,sv248s/04/000011,car-large,689,689,pure_small,1.0,1.0,,,7.63,6.63,6.27,6.35,7.11
SOT,sv248s,sv248s/04/000012,car,733,733,pure_small,1.0,1.0,,,5.03,4.34,3.96,4.12,4.91
SOT,sv248s,sv248s/04/000013,car,748,748,pure_small,1.0,1.0,,,7.06,5.06,4.72,4.72,6.77
SOT,sv248s,sv248s/04/000014,car,606,606,pure_small,1.0,1.0,,,5.01,4.72,4.11,4.29,5.01
SOT,sv248s,sv248s/04/000015,car,748,605,pure_small,1.0,1.0,,,4.72,4.12,3.76,3.82,4.47
SOT,sv248s,sv248s/04/000016,car,748,748,pure_small,1.0,1.0,,,6.94,5.54,4.13,4.17,6.53
SOT,sv248s,sv248s/04/000017,car,748,522,pure_small,1.0,1.0,,,6.81,6.17,5.56,5.74,6.81
SOT,sv248s,sv248s/04/000018,car,739,403,pure_small,1.0,1.0,,,6.26,5.86,4.85,4.94,6.22
SOT,sv248s,sv248s/04/000019,car,693,693,pure_small,1.0,1.0,,,6.71,5.6,4.59,4.61,6.66
SOT,sv248s,sv248s/04/000020,car,676,676,pure_small,1.0,1.0,,,7.0,5.78,4.21,4.58,6.96
SOT,sv248s,sv248s/04/000021,car,748,748,pure_small,1.0,1.0,,,4.61,4.14,3.92,3.99,4.33
SOT,sv248s,sv248s/04/000022,car,748,748,pure_small,1.0,1.0,,,5.57,4.74,3.67,3.67,5.57
SOT,sv248s,sv248s/04/000023,car,748,557,pure_small,1.0,1.0,,,4.87,4.53,3.23,3.85,4.82
SOT,sv248s,sv248s/04/000024,car,478,478,pure_small,1.0,1.0,,,5.47,5.46,4.54,4.57,5.47
SOT,sv248s,sv248s/04/000025,car,748,508,pure_small,1.0,1.0,,,7.2,5.6,5.0,5.0,7.15
SOT,sv248s,sv248s/04/000026,car,277,277,pure_small,1.0,1.0,,,6.57,6.57,5.4,5.56,6.57
SOT,sv248s,sv248s/04/000027,car,684,684,pure_small,1.0,1.0,,,6.22,4.86,4.6,4.6,6.04
SOT,sv248s,sv248s/04/000028,car,748,748,pure_small,1.0,1.0,,,5.99,5.14,4.48,4.88,5.81
SOT,sv248s,sv248s/04/000029,car,583,583,pure_small,1.0,1.0,,,5.46,5.33,3.6,4.24,5.33
SOT,sv248s,sv248s/04/000030,car,748,748,pure_small,1.0,1.0,,,7.27,5.93,4.61,4.7,6.51
SOT,sv248s,sv248s/04/000031,car,413,413,pure_small,1.0,1.0,,,5.83,4.76,4.11,4.38,5.83
SOT,sv248s,sv248s/04/000032,car,748,574,pure_small,1.0,1.0,,,5.92,4.99,4.06,4.56,5.71
SOT,sv248s,sv248s/04/000033,car,575,575,pure_small,1.0,1.0,,,5.42,5.1,4.73,4.99,5.42
SOT,sv248s,sv248s/04/000034,car,748,748,pure_small,1.0,1.0,,,6.52,5.43,4.16,4.29,6.5
SOT,sv248s,sv248s/04/000035,car,708,626,pure_small,1.0,1.0,,,6.91,5.68,5.14,5.33,6.38
SOT,sv248s,sv248s/04/000036,car,748,457,pure_small,1.0,1.0,,,6.04,6.01,5.97,6.01,6.01
SOT,sv248s,sv248s/04/000037,car,748,748,pure_small,1.0,1.0,,,5.88,4.94,4.53,4.7,5.73
SOT,sv248s,sv248s/04/000038,car,653,653,pure_small,1.0,1.0,,,4.96,4.58,4.16,4.21,4.88
SOT,sv248s,sv248s/04/000039,plane,748,748,pure_large,0.0,0.0,,,41.14,40.43,37.52,37.97,41.14
SOT,sv248s,sv248s/05/000000,car,580,580,pure_small,1.0,1.0,,,4.66,4.09,3.64,3.78,4.56
SOT,sv248s,sv248s/05/000001,car,749,749,pure_small,1.0,1.0,,,8.33,4.77,3.96,4.43,6.89
SOT,sv248s,sv248s/05/000002,car,749,711,pure_small,1.0,1.0,,,8.85,5.84,3.96,4.69,8.51
SOT,sv248s,sv248s/05/000003,car,749,749,pure_small,1.0,1.0,,,6.78,5.54,4.6,4.75,6.25
SOT,sv248s,sv248s/05/000006,car-large,749,749,pure_small,1.0,1.0,,,22.86,20.94,19.97,20.09,21.97
SOT,sv248s,sv248s/05/000007,car,749,749,pure_small,1.0,1.0,,,8.45,7.76,5.37,5.79,8.45
SOT,sv248s,sv248s/05/000008,car,747,747,pure_small,1.0,1.0,,,9.03,7.67,5.02,5.84,8.96
SOT,sv248s,sv248s/05/000009,car,749,616,pure_small,1.0,1.0,,,9.49,7.67,6.5,7.3,9.23
SOT,sv248s,sv248s/05/000010,car,749,749,pure_small,1.0,1.0,,,8.43,7.63,5.55,5.73,8.38
SOT,sv248s,sv248s/05/000011,car,749,749,pure_small,1.0,1.0,,,7.54,6.19,5.62,5.62,7.53
SOT,sv248s,sv248s/05/000012,car,749,749,pure_small,1.0,1.0,,,7.47,6.6,5.15,5.75,6.65
SOT,sv248s,sv248s/05/000013,car,740,740,pure_small,1.0,1.0,,,10.75,8.39,8.38,8.38,9.07
SOT,sv248s,sv248s/05/000014,car,749,749,pure_small,1.0,1.0,,,9.93,8.38,7.41,8.38,8.98
SOT,sv248s,sv248s/05/000015,car,749,749,pure_small,1.0,1.0,,,9.44,6.54,5.08,5.27,8.9
SOT,sv248s,sv248s/05/000016,car,749,749,pure_small,1.0,1.0,,,11.14,7.74,6.97,7.59,10.02
SOT,sv248s,sv248s/05/000017,car,661,661,pure_small,1.0,1.0,,,7.1,6.46,5.41,5.9,7.1
SOT,sv248s,sv248s/05/000018,car,749,749,pure_small,1.0,1.0,,,6.7,5.41,4.77,4.99,6.43
SOT,sv248s,sv248s/05/000019,car,749,749,pure_small,1.0,1.0,,,9.59,7.73,7.73,7.73,8.59
SOT,sv248s,sv248s/05/000020,car,749,749,pure_small,1.0,1.0,,,7.54,6.45,5.24,6.25,6.91
SOT,sv248s,sv248s/05/000021,car,749,749,pure_small,1.0,1.0,,,7.25,5.88,4.41,4.75,7.06
SOT,sv248s,sv248s/05/000022,car,632,632,pure_small,1.0,1.0,,,7.78,6.04,5.13,5.35,7.36
SOT,sv248s,sv248s/05/000023,car-large,723,723,pure_small,1.0,1.0,,,22.45,16.46,12.28,13.41,22.38
SOT,sv248s,sv248s/05/000024,car,672,515,pure_small,1.0,1.0,,,6.16,5.69,5.1,5.29,6.16
SOT,sv248s,sv248s/05/000025,car,460,460,pure_small,1.0,1.0,,,6.45,6.25,5.72,5.77,6.37
SOT,sv248s,sv248s/05/000026,car,698,564,pure_small,1.0,1.0,,,6.52,5.94,5.3,5.38,6.48
SOT,sv248s,sv248s/05/000027,car,732,683,pure_small,1.0,1.0,,,8.61,6.09,5.43,5.43,7.68
SOT,sv248s,sv248s/05/000028,car,749,749,pure_small,1.0,1.0,,,10.5,8.77,7.8,7.8,10.46
SOT,sv248s,sv248s/05/000029,car,749,749,pure_small,1.0,1.0,,,7.34,6.32,5.44,5.72,7.18
SOT,sv248s,sv248s/05/000030,car,749,649,pure_small,1.0,1.0,,,6.59,5.59,5.52,5.52,6.5
SOT,sv248s,sv248s/05/000031,car,748,748,pure_small,1.0,1.0,,,14.01,11.67,9.96,10.08,13.72
SOT,sv248s,sv248s/05/000032,car,749,749,pure_small,1.0,1.0,,,5.88,5.44,5.43,5.43,5.88
SOT,sv248s,sv248s/05/000033,car,749,749,pure_small,1.0,1.0,,,7.33,5.54,5.54,5.54,7.21
SOT,sv248s,sv248s/05/000034,car,748,748,pure_small,1.0,1.0,,,8.08,6.71,5.3,5.78,7.8
SOT,sv248s,sv248s/05/000035,car,748,748,pure_small,1.0,1.0,,,7.12,5.53,5.42,5.53,7.12
SOT,sv248s,sv248s/05/000036,car,748,748,pure_small,1.0,1.0,,,6.68,6.68,4.48,4.83,6.68
SOT,sv248s,sv248s/05/000037,car,749,749,pure_small,1.0,1.0,,,6.76,5.0,4.64,4.69,5.78
SOT,sv248s,sv248s/05/000038,car,749,749,pure_small,1.0,1.0,,,8.4,6.53,5.52,5.57,7.89
SOT,sv248s,sv248s/05/000039,car,749,749,pure_small,1.0,1.0,,,11.92,9.87,7.87,7.92,11.72
SOT,sv248s,sv248s/06/000000,plane,499,499,pure_large,0.0,0.0,,,56.94,55.67,55.67,55.67,56.94
SOT,sv248s,sv248s/06/000001,car,499,499,pure_small,1.0,1.0,,,4.85,4.83,4.83,4.83,4.84
SOT,sv248s,sv248s/06/000002,car,499,499,pure_small,1.0,1.0,,,5.46,5.46,5.14,5.21,5.46
SOT,sv248s,sv248s/06/000003,car,499,499,pure_small,1.0,1.0,,,5.24,4.29,4.2,4.2,5.24
SOT,sv248s,sv248s/06/000004,car,499,499,pure_small,1.0,1.0,,,6.71,5.32,4.64,4.79,6.66
SOT,sv248s,sv248s/06/000005,car,499,499,pure_small,1.0,1.0,,,6.19,4.69,4.35,4.35,6.0
SOT,sv248s,sv248s/06/000007,car,486,486,pure_small,1.0,1.0,,,4.84,4.83,4.54,4.58,4.83
SOT,sv248s,sv248s/06/000008,car,499,499,pure_small,1.0,1.0,,,6.96,5.59,5.13,5.31,6.71
SOT,sv248s,sv248s/06/000009,car,499,499,pure_small,1.0,1.0,,,5.52,5.03,4.78,4.78,5.46
SOT,sv248s,sv248s/06/000010,car,499,499,pure_small,1.0,1.0,,,6.09,5.82,4.55,4.55,6.09
SOT,sv248s,sv248s/06/000011,car,499,499,pure_small,1.0,1.0,,,6.03,5.09,4.93,5.06,5.61
SOT,sv248s,sv248s/06/000012,car,499,499,pure_small,1.0,1.0,,,5.09,5.08,4.91,4.96,5.09
SOT,sv248s,sv248s/06/000013,car,499,499,pure_small,1.0,1.0,,,5.15,4.94,3.66,3.76,5.15
SOT,sv248s,sv248s/06/000014,car,475,475,pure_small,1.0,1.0,,,4.92,4.92,4.25,4.37,4.92
SOT,sv248s,sv248s/06/000016,car,460,460,pure_small,1.0,1.0,,,4.97,4.82,4.6,4.62,4.92
SOT,sv248s,sv248s/06/000017,car,470,470,pure_small,1.0,1.0,,,4.8,4.27,4.23,4.23,4.8
SOT,sv248s,sv248s/06/000018,car,470,470,pure_small,1.0,1.0,,,4.54,4.54,4.33,4.4,4.54
SOT,sv248s,sv248s/06/000019,car,490,490,pure_small,1.0,1.0,,,5.02,4.52,4.16,4.18,5.02
SOT,sv248s,sv248s/06/000020,car,490,490,pure_small,1.0,1.0,,,5.38,4.89,4.11,4.13,5.38
SOT,sv248s,sv248s/06/000021,car,490,490,pure_small,1.0,1.0,,,4.86,4.28,4.02,4.03,4.81
SOT,sv248s,sv248s/06/000022,car,499,372,pure_small,1.0,1.0,,,4.53,3.85,3.46,3.5,4.45
SOT,sv248s,sv248s/06/000023,car,490,490,pure_small,1.0,1.0,,,4.19,4.19,3.97,4.03,4.19
SOT,sv248s,sv248s/06/000024,car,499,499,pure_small,1.0,1.0,,,8.24,5.69,4.53,4.93,7.26
SOT,sv248s,sv248s/06/000025,car,490,490,pure_small,1.0,1.0,,,4.08,3.84,3.67,3.68,4.03
SOT,sv248s,sv248s/06/000026,car,489,489,pure_small,1.0,1.0,,,5.31,4.59,4.03,4.04,5.19
SOT,sv248s,sv248s/06/000028,car,499,499,pure_small,1.0,1.0,,,4.94,4.77,4.33,4.48,4.94
SOT,sv248s,sv248s/06/000029,car,490,441,pure_small,1.0,1.0,,,5.39,4.92,4.36,4.47,5.25
SOT,sv248s,sv248s/06/000030,car,490,490,pure_small,1.0,1.0,,,5.3,4.49,4.26,4.29,5.11
SOT,sv248s,sv248s/06/000031,car,490,490,pure_small,1.0,1.0,,,5.15,5.11,4.98,5.0,5.15
SOT,sv248s,sv248s/06/000032,car,490,490,pure_small,1.0,1.0,,,5.26,5.21,4.65,4.84,5.26
SOT,sv248s,sv248s/06/000033,car,499,499,pure_small,1.0,1.0,,,7.05,6.66,5.98,6.19,6.95
SOT,sv248s,sv248s/06/000034,car,475,475,pure_small,1.0,1.0,,,5.95,5.37,5.07,5.18,5.82
SOT,sv248s,sv248s/06/000035,car,490,490,pure_small,1.0,1.0,,,6.6,6.02,5.35,5.35,6.35
SOT,sv248s,sv248s/06/000036,car,499,499,pure_small,1.0,1.0,,,5.99,5.63,5.29,5.39,5.93
SOT,sv248s,sv248s/06/000037,car,475,475,pure_small,1.0,1.0,,,5.0,4.89,4.84,4.84,5.0
SOT,sv248s,sv248s/06/000038,car,499,499,pure_small,1.0,1.0,,,5.91,5.55,5.13,5.13,5.59
SOT,sv248s,sv248s/06/000039,car,499,499,pure_small,1.0,1.0,,,6.2,5.29,5.13,5.17,6.19
SOT,sv248s,sv248s/06/000040,car,499,499,pure_small,1.0,1.0,,,6.89,6.65,6.1,6.1,6.75
SOT,sv248s,sv248s/06/000041,car,480,480,pure_small,1.0,1.0,,,5.3,4.67,3.85,3.94,5.24
SOT,sv248s,sv248s/06/000042,car,490,490,pure_small,1.0,1.0,,,4.56,4.22,4.08,4.09,4.48
SOT,sv248s,sv248s/06/000043,car,499,499,pure_small,1.0,1.0,,,7.17,6.38,4.57,4.94,6.93
SOT,sv248s,sv248s/06/000044,car,499,499,pure_small,1.0,1.0,,,6.44,5.3,4.07,4.67,6.21
SOT,sv248s,sv248s/06/000045,car,499,499,pure_small,1.0,1.0,,,5.6,4.96,3.62,3.75,5.27
SOT,sv248s,sv248s/06/000046,car,490,490,pure_small,1.0,1.0,,,5.41,4.58,4.15,4.41,5.41
SOT,sv248s,sv248s/06/000047,car,490,352,pure_small,1.0,1.0,,,5.18,4.9,4.74,4.77,5.07
MOT,airmot,airmot/3,airplane,143,143,pure_small,1.0,1.0,airplane,airplane:1.000,29.46,29.46,29.46,29.46,29.46
MOT,airmot,airmot/4,airplane,143,143,pure_large,0.0,0.0,airplane,airplane:0.000,32.94,32.5,32.5,32.5,32.94
MOT,airmot,airmot/5,airplane,143,858,mixed,0.1713,0.1667,airplane,airplane:0.171,51.99,45.43,29.98,29.98,51.99
MOT,airmot,airmot/6,airplane,143,110,pure_small,1.0,0.1727,airplane,airplane:1.000,29.85,29.85,21.42,24.06,29.85
