seq_id,dataset,category,track_id,n_obs,median_sqrt_area,net_disp_px,path_len_px,net_disp_ratio,path_len_ratio,mean_step_px
satmtb/car/93,satmtb,car,83,177,4.05,148.05,148.43,36.535,36.629,0.843
satmtb/car/93,satmtb,car,84,114,3.85,56.32,56.42,14.64,14.665,0.499
satmtb/car/93,satmtb,car,86,187,4.08,194.03,194.39,47.55,47.639,1.045
satmtb/car/93,satmtb,car,88,200,3.3,156.49,156.59,47.373,47.404,0.787
satmtb/car/93,satmtb,car,89,200,3.35,347.12,347.14,103.561,103.565,1.744
satmtb/car/93,satmtb,car,90,200,3.7,354.54,356.63,95.838,96.403,1.792
satmtb/car/93,satmtb,car,91,200,3.23,359.47,359.53,111.253,111.272,1.807
satmtb/car/93,satmtb,car,92,196,3.7,371.81,372.04,100.446,100.506,1.908
satmtb/car/93,satmtb,car,93,200,3.93,361.28,361.31,91.932,91.939,1.816
satmtb/car/93,satmtb,car,94,200,3.75,356.15,356.21,94.982,94.997,1.79
satmtb/car/93,satmtb,car,95,200,3.74,385.56,385.57,103.198,103.2,1.938
satmtb/car/93,satmtb,car,96,3,3.81,1.11,1.11,0.292,0.292,0.556
satmtb/car/93,satmtb,car,97,96,4.65,142.08,142.5,30.523,30.613,1.5
satmtb/car/93,satmtb,car,99,116,4.5,172.52,172.68,38.339,38.374,1.502
satmtb/car/93,satmtb,car,100,181,5.13,303.43,303.46,59.159,59.165,1.686
satmtb/car/93,satmtb,car,102,200,4.19,202.75,203.14,48.377,48.47,1.021
satmtb/car/93,satmtb,car,103,200,4.18,148.35,155.92,35.491,37.303,0.784
satmtb/car/93,satmtb,car,104,200,3.77,283.56,283.77,75.312,75.366,1.426
satmtb/car/93,satmtb,car,105,200,8.68,101.34,101.4,11.672,11.679,0.51
satmtb/car/93,satmtb,car,106,111,4.55,67.9,67.96,14.923,14.937,0.618
satmtb/car/93,satmtb,car,120,200,4.05,92.5,105.52,22.855,26.072,0.53
satmtb/car/93,satmtb,car,121,200,3.6,47.86,80.19,13.296,22.28,0.403
satmtb/car/93,satmtb,car,122,200,3.15,70.7,124.03,22.432,39.353,0.623
satmtb/car/93,satmtb,car,123,200,4.65,102.87,106.76,22.134,22.972,0.536
satmtb/car/93,satmtb,car,124,200,3.36,109.08,113.26,32.469,33.711,0.569
satmtb/car/93,satmtb,car,125,200,3.96,126.22,129.62,31.851,32.708,0.651
satmtb/car/93,satmtb,car,126,62,7.46,37.31,38.18,5.0,5.116,0.626
satmtb/car/93,satmtb,car,128,200,3.35,127.14,128.34,37.93,38.289,0.645
satmtb/car/93,satmtb,car,129,200,3.97,140.81,141.45,35.426,35.587,0.711
satmtb/car/93,satmtb,car,131,200,3.81,165.52,165.58,43.439,43.454,0.832
satmtb/car/93,satmtb,car,132,174,3.34,112.88,113.53,33.823,34.017,0.656
satmtb/car/93,satmtb,car,133,145,3.64,60.49,64.43,16.602,17.684,0.447
satmtb/car/93,satmtb,car,135,200,3.4,99.7,100.54,29.329,29.576,0.505
satmtb/car/93,satmtb,car,142,141,3.2,31.59,34.02,9.883,10.645,0.243
satmtb/car/93,satmtb,car,143,86,3.5,9.4,9.75,2.687,2.787,0.115
satmtb/car/93,satmtb,car,150,200,4.24,60.66,75.95,14.29,17.893,0.382
satmtb/car/93,satmtb,car,151,200,3.4,61.73,76.67,18.13,22.518,0.385
satmtb/car/93,satmtb,car,155,41,3.52,3.3,3.35,0.939,0.952,0.084
satmtb/car/93,satmtb,car,157,124,3.55,97.01,97.31,27.351,27.435,0.791
satmtb/car/93,satmtb,car,164,200,4.39,80.81,95.9,18.41,21.849,0.482
satmtb/car/93,satmtb,car,34,196,3.41,328.08,328.37,96.326,96.413,1.684
satmtb/car/93,satmtb,car,108,194,4.04,380.06,380.42,94.079,94.168,1.971
satmtb/car/93,satmtb,car,134,194,3.6,97.9,112.84,27.168,31.313,0.585
satmtb/car/93,satmtb,car,107,146,4.91,138.91,138.98,28.305,28.319,0.958
satmtb/car/93,satmtb,car,130,191,3.95,120.57,121.08,30.547,30.674,0.637
satmtb/car/93,satmtb,car,98,45,4.85,61.23,61.44,12.626,12.668,1.396
satmtb/car/93,satmtb,car,111,184,3.97,138.44,138.54,34.842,34.867,0.757
satmtb/car/93,satmtb,car,144,184,3.65,352.57,353.06,96.567,96.702,1.929
satmtb/car/93,satmtb,car,35,179,3.17,245.62,245.9,77.364,77.452,1.381
satmtb/car/93,satmtb,car,85,176,3.7,103.51,103.52,27.95,27.951,0.592
satmtb/car/93,satmtb,car,36,175,3.68,296.69,296.73,80.689,80.7,1.705
satmtb/car/93,satmtb,car,37,173,4.05,280.18,281.64,69.183,69.545,1.637
satmtb/car/93,satmtb,car,163,36,3.5,25.19,25.22,7.186,7.194,0.72
satmtb/car/93,satmtb,car,110,166,3.54,346.87,346.92,97.943,97.954,2.103
satmtb/car/93,satmtb,car,127,150,8.92,36.66,36.67,4.11,4.111,0.246
satmtb/car/93,satmtb,car,38,163,3.29,265.96,266.0,80.879,80.892,1.642
satmtb/car/93,satmtb,car,145,151,3.59,310.88,311.23,86.489,86.588,2.075
satmtb/car/93,satmtb,car,147,150,3.66,252.29,252.43,68.863,68.901,1.694
satmtb/car/93,satmtb,car,39,147,4.05,226.49,226.66,55.916,55.96,1.552
satmtb/car/93,satmtb,car,148,146,3.25,332.46,332.66,102.406,102.465,2.294
satmtb/car/93,satmtb,car,40,142,3.36,264.07,264.29,78.599,78.662,1.874
satmtb/car/93,satmtb,car,41,142,3.08,245.5,245.59,79.634,79.662,1.742
satmtb/car/93,satmtb,car,60,136,3.65,96.76,96.89,26.476,26.511,0.718
satmtb/car/93,satmtb,car,59,130,3.45,80.76,80.81,23.411,23.425,0.626
satmtb/car/93,satmtb,car,153,130,3.9,93.0,93.16,23.855,23.894,0.722
satmtb/car/93,satmtb,car,160,60,4.34,25.91,26.24,5.969,6.045,0.445
satmtb/car/93,satmtb,car,42,129,3.42,200.21,200.25,58.606,58.618,1.564
satmtb/car/93,satmtb,car,152,128,4.16,289.02,289.11,69.399,69.421,2.276
satmtb/car/93,satmtb,car,158,122,3.53,236.52,236.78,66.952,67.026,1.957
satmtb/car/93,satmtb,car,43,117,3.66,222.19,222.2,60.701,60.703,1.915
satmtb/car/93,satmtb,car,44,110,3.47,175.91,176.02,50.654,50.686,1.615
satmtb/car/93,satmtb,car,156,110,3.5,26.24,30.04,7.492,8.578,0.276
satmtb/car/93,satmtb,car,45,103,3.54,204.98,205.11,57.95,57.987,2.011
satmtb/car/93,satmtb,car,48,100,3.21,177.81,177.83,55.413,55.421,1.796
satmtb/car/93,satmtb,car,159,97,3.37,194.94,195.29,57.912,58.016,2.034
satmtb/car/93,satmtb,car,46,94,3.76,161.73,161.77,42.988,42.999,1.739
satmtb/car/93,satmtb,car,47,93,3.88,149.32,149.33,38.504,38.507,1.623
satmtb/car/93,satmtb,car,109,93,3.73,77.38,77.48,20.754,20.781,0.842
satmtb/car/93,satmtb,car,118,91,3.65,64.62,64.88,17.706,17.776,0.721
satmtb/car/93,satmtb,car,154,85,3.38,192.26,192.66,56.824,56.94,2.294
satmtb/car/93,satmtb,car,161,41,3.99,35.99,36.07,9.012,9.03,0.902
satmtb/car/93,satmtb,car,50,79,3.15,140.63,140.64,44.615,44.616,1.803
satmtb/car/93,satmtb,car,49,75,3.5,131.48,131.68,37.526,37.584,1.78
satmtb/car/93,satmtb,car,51,74,3.27,125.46,125.55,38.312,38.338,1.72
satmtb/car/93,satmtb,car,149,67,3.63,66.89,66.91,18.43,18.436,1.014
satmtb/car/93,satmtb,car,52,65,3.0,114.99,115.0,38.312,38.313,1.797
satmtb/car/93,satmtb,car,57,63,3.47,104.27,104.33,30.049,30.068,1.683
satmtb/car/93,satmtb,car,61,61,3.82,23.03,23.16,6.024,6.057,0.386
satmtb/car/93,satmtb,car,162,38,3.33,37.09,37.2,11.13,11.163,1.005
satmtb/car/93,satmtb,car,112,53,3.61,96.8,96.8,26.813,26.814,1.862
satmtb/car/93,satmtb,car,136,46,3.74,24.49,24.51,6.552,6.558,0.545
satmtb/car/93,satmtb,car,138,41,3.93,16.25,16.28,4.141,4.148,0.407
satmtb/car/93,satmtb,car,87,40,3.69,45.88,46.09,12.436,12.493,1.182
satmtb/car/93,satmtb,car,53,38,3.58,72.26,72.33,20.198,20.218,1.955
satmtb/car/93,satmtb,car,62,37,3.69,35.18,35.62,9.539,9.66,0.99
satmtb/car/93,satmtb,car,137,37,3.5,18.26,18.27,5.212,5.215,0.508
satmtb/car/93,satmtb,car,101,33,3.99,50.61,50.61,12.669,12.669,1.582
satmtb/car/93,satmtb,car,113,32,3.26,57.91,57.92,17.766,17.771,1.869
satmtb/car/93,satmtb,car,139,31,3.2,12.17,12.2,3.8,3.808,0.407
satmtb/car/93,satmtb,car,141,29,3.55,7.97,8.04,2.244,2.265,0.287
satmtb/car/93,satmtb,car,140,26,3.94,8.85,8.95,2.246,2.27,0.358
satmtb/car/93,satmtb,car,54,22,3.72,35.61,35.7,9.566,9.591,1.7
satmtb/car/93,satmtb,car,114,22,3.24,38.44,38.44,11.858,11.859,1.831
satmtb/car/93,satmtb,car,146,21,3.69,13.3,13.51,3.604,3.659,0.675
satmtb/car/93,satmtb,car,117,19,4.03,20.56,21.01,5.097,5.208,1.167
satmtb/car/93,satmtb,car,115,16,3.54,29.61,29.8,8.373,8.426,1.987
satmtb/car/93,satmtb,car,64,14,3.67,8.68,8.85,2.362,2.409,0.681
satmtb/car/93,satmtb,car,119,11,3.51,8.45,8.46,2.41,2.413,0.846
satmtb/car/93,satmtb,car,55,8,3.44,10.83,10.93,3.148,3.175,1.561
satmtb/car/93,satmtb,car,116,5,3.39,6.32,6.5,1.865,1.916,1.624
satmtb/car/93,satmtb,car,56,4,3.6,5.49,5.59,1.523,1.55,1.862
satmtb/car/94,satmtb,car,1,6,3.44,5.18,5.18,1.507,1.507,1.036
satmtb/car/94,satmtb,car,2,22,3.79,18.6,18.62,4.907,4.911,0.887
satmtb/car/94,satmtb,car,3,24,3.38,22.78,22.78,6.735,6.735,0.99
satmtb/car/94,satmtb,car,4,43,4.3,39.92,39.97,9.281,9.292,0.952
satmtb/car/94,satmtb,car,5,59,3.85,44.05,44.05,11.428,11.428,0.759
satmtb/car/94,satmtb,car,6,70,4.56,58.76,58.8,12.872,12.88,0.852
satmtb/car/94,satmtb,car,7,89,3.73,57.6,57.6,15.427,15.428,0.655
satmtb/car/94,satmtb,car,8,108,4.18,62.72,62.81,14.994,15.014,0.587
satmtb/car/94,satmtb,car,9,113,3.86,74.75,74.75,19.377,19.378,0.667
satmtb/car/94,satmtb,car,10,99,3.79,94.1,94.15,24.799,24.81,0.961
satmtb/car/94,satmtb,car,11,188,3.96,109.36,109.47,27.583,27.613,0.585
satmtb/car/94,satmtb,car,12,166,3.79,99.71,99.85,26.277,26.312,0.605
satmtb/car/94,satmtb,car,13,146,3.53,122.36,122.55,34.651,34.704,0.845
satmtb/car/94,satmtb,car,14,133,3.52,87.27,87.31,24.784,24.793,0.661
satmtb/car/94,satmtb,car,15,200,7.61,120.79,121.01,15.882,15.911,0.608
satmtb/car/94,satmtb,car,17,16,3.98,18.05,18.31,4.533,4.599,1.221
satmtb/car/94,satmtb,car,18,107,4.39,94.45,96.38,21.526,21.966,0.909
satmtb/car/94,satmtb,car,19,151,4.61,95.52,129.11,20.707,27.989,0.861
satmtb/car/94,satmtb,car,20,164,4.48,50.23,50.51,11.206,11.27,0.31
satmtb/car/94,satmtb,car,21,193,3.33,217.71,241.21,65.347,72.399,1.256
satmtb/car/94,satmtb,car,22,17,3.66,13.15,13.15,3.595,3.596,0.822
satmtb/car/94,satmtb,car,23,40,3.73,36.23,36.26,9.718,9.726,0.93
satmtb/car/94,satmtb,car,24,58,3.47,57.77,57.78,16.632,16.633,1.014
satmtb/car/94,satmtb,car,25,200,4.43,273.82,274.07,61.849,61.907,1.377
satmtb/car/94,satmtb,car,28,200,3.57,147.9,151.46,41.431,42.427,0.761
satmtb/car/94,satmtb,car,29,200,3.54,137.81,146.31,38.91,41.311,0.735
satmtb/car/94,satmtb,car,30,200,3.98,55.44,78.67,13.93,19.767,0.395
satmtb/car/94,satmtb,car,31,200,3.59,60.0,75.66,16.7,21.058,0.38
satmtb/car/94,satmtb,car,32,200,7.23,72.12,74.62,9.981,10.328,0.375
satmtb/car/94,satmtb,car,33,121,8.39,64.62,64.87,7.701,7.731,0.541
satmtb/car/94,satmtb,car,34,200,3.95,143.48,143.58,36.35,36.377,0.722
satmtb/car/94,satmtb,car,35,160,3.79,121.99,122.08,32.204,32.227,0.768
satmtb/car/94,satmtb,car,37,200,3.0,129.29,141.89,43.051,47.245,0.713
satmtb/car/94,satmtb,car,38,200,3.49,122.11,134.08,35.018,38.451,0.674
satmtb/car/94,satmtb,car,39,200,3.5,122.15,130.43,34.869,37.236,0.655
satmtb/car/94,satmtb,car,40,200,4.36,116.69,123.55,26.741,28.314,0.621
satmtb/car/94,satmtb,car,41,200,4.02,105.58,109.75,26.232,27.268,0.552
satmtb/car/94,satmtb,car,42,200,3.45,214.66,219.9,62.239,63.759,1.105
satmtb/car/94,satmtb,car,44,200,3.46,87.83,100.38,25.38,29.008,0.504
satmtb/car/94,satmtb,car,47,21,4.1,6.9,6.92,1.685,1.689,0.346
satmtb/car/94,satmtb,car,48,106,4.18,56.25,56.28,13.451,13.458,0.536
satmtb/car/94,satmtb,car,49,101,3.78,103.29,103.34,27.302,27.314,1.033
satmtb/car/94,satmtb,car,53,200,3.88,208.79,208.95,53.838,53.878,1.05
satmtb/car/94,satmtb,car,54,197,4.17,106.45,124.97,25.528,29.968,0.638
satmtb/car/94,satmtb,car,55,200,3.97,131.97,140.07,33.216,35.256,0.704
satmtb/car/94,satmtb,car,56,101,3.97,43.83,44.03,11.045,11.095,0.44
satmtb/car/94,satmtb,car,57,82,3.94,54.08,54.17,13.719,13.741,0.669
satmtb/car/94,satmtb,car,58,200,3.67,133.52,134.44,36.354,36.606,0.676
satmtb/car/94,satmtb,car,59,200,3.48,140.91,141.12,40.489,40.552,0.709
satmtb/car/94,satmtb,car,60,109,4.0,158.64,158.81,39.66,39.703,1.47
satmtb/car/94,satmtb,car,63,33,3.75,44.95,44.96,11.987,11.989,1.405
satmtb/car/94,satmtb,car,64,12,4.0,164.29,164.34,41.098,41.112,14.94
satmtb/car/94,satmtb,car,65,11,4.55,118.23,118.23,26.009,26.009,11.823
satmtb/car/94,satmtb,car,66,17,5.12,23.07,23.09,4.502,4.506,1.443
satmtb/car/94,satmtb,car,67,78,3.79,83.59,83.7,22.027,22.056,1.087
satmtb/car/94,satmtb,car,68,180,3.9,295.21,296.29,75.72,75.996,1.655
satmtb/car/94,satmtb,car,69,129,4.21,241.61,241.75,57.331,57.365,1.889
satmtb/car/94,satmtb,car,70,110,3.67,175.55,175.84,47.885,47.964,1.613
satmtb/car/94,satmtb,car,71,88,3.65,94.4,94.57,25.866,25.913,1.087
satmtb/car/94,satmtb,car,72,56,4.04,27.93,28.05,6.914,6.943,0.51
satmtb/car/94,satmtb,car,73,135,3.7,123.94,124.53,33.51,33.67,0.929
satmtb/car/94,satmtb,car,74,126,3.8,138.09,139.75,36.302,36.74,1.118
satmtb/car/94,satmtb,car,75,152,3.6,140.64,142.15,39.029,39.448,0.941
satmtb/car/94,satmtb,car,76,134,3.88,151.68,155.66,39.099,40.124,1.17
satmtb/car/94,satmtb,car,77,194,3.95,157.23,164.6,39.809,41.675,0.853
satmtb/car/94,satmtb,car,78,181,4.84,118.34,137.55,24.464,28.436,0.764
satmtb/car/94,satmtb,car,79,200,3.75,85.28,112.37,22.744,29.967,0.565
satmtb/car/94,satmtb,car,80,172,4.36,113.89,122.44,26.112,28.072,0.716
satmtb/car/94,satmtb,car,103,165,10.15,102.85,104.0,10.132,10.245,0.634
satmtb/car/94,satmtb,car,104,22,4.93,46.25,46.48,9.385,9.433,2.213
satmtb/car/94,satmtb,car,105,43,5.16,52.22,52.62,10.112,10.189,1.253
satmtb/car/94,satmtb,car,52,195,3.94,224.08,225.14,56.899,57.167,1.161
satmtb/car/94,satmtb,car,43,194,3.52,257.12,260.35,72.95,73.865,1.349
satmtb/car/94,satmtb,car,90,145,3.39,262.73,262.96,77.412,77.48,1.826
satmtb/car/94,satmtb,car,89,126,3.53,206.15,206.3,58.381,58.424,1.65
satmtb/car/94,satmtb,car,102,92,3.6,101.16,101.24,28.138,28.16,1.113
satmtb/car/94,satmtb,car,94,139,3.95,160.82,161.62,40.744,40.947,1.171
satmtb/car/94,satmtb,car,50,168,3.72,107.55,108.07,28.904,29.045,0.647
satmtb/car/94,satmtb,car,96,106,3.16,186.78,186.85,59.183,59.207,1.78
satmtb/car/94,satmtb,car,45,158,3.89,21.92,70.23,5.628,18.032,0.447
satmtb/car/94,satmtb,car,81,104,4.4,147.47,147.7,33.51,33.564,1.434
satmtb/car/94,satmtb,car,97,161,3.93,153.6,154.2,39.094,39.248,0.964
satmtb/car/94,satmtb,car,36,160,3.97,123.19,123.21,31.041,31.046,0.775
satmtb/car/94,satmtb,car,95,96,3.93,168.08,168.22,42.719,42.755,1.771
satmtb/car/94,satmtb,car,51,149,3.84,115.09,121.43,29.956,31.607,0.82
satmtb/car/94,satmtb,car,61,112,4.54,68.17,68.23,15.027,15.04,0.615
satmtb/car/94,satmtb,car,93,88,3.4,195.77,195.89,57.503,57.538,2.252
satmtb/car/94,satmtb,car,82,12,4.45,73.89,74.02,16.606,16.634,6.729
satmtb/car/94,satmtb,car,16,135,4.15,51.66,55.15,12.45,13.29,0.412
satmtb/car/94,satmtb,car,92,74,3.55,158.29,158.41,44.63,44.662,2.17
satmtb/car/94,satmtb,car,26,127,3.95,82.65,82.7,20.926,20.938,0.656
satmtb/car/94,satmtb,car,84,17,4.04,44.36,44.47,10.981,11.009,2.78
satmtb/car/94,satmtb,car,62,115,4.29,89.95,90.09,20.987,21.019,0.79
satmtb/car/94,satmtb,car,85,27,4.34,65.46,65.56,15.074,15.097,2.522
satmtb/car/94,satmtb,car,46,108,4.03,130.07,130.11,32.277,32.286,1.216
satmtb/car/94,satmtb,car,86,27,4.64,64.81,64.94,13.958,13.986,2.498
satmtb/car/94,satmtb,car,88,30,3.58,84.82,85.0,23.709,23.76,2.931
satmtb/car/94,satmtb,car,98,15,4.25,108.66,108.76,25.582,25.606,7.768
satmtb/car/94,satmtb,car,27,83,4.25,74.45,74.52,17.518,17.535,0.909
satmtb/car/94,satmtb,car,83,66,4.48,61.28,61.5,13.672,13.721,0.946
satmtb/car/94,satmtb,car,101,81,4.61,39.13,39.45,8.483,8.552,0.493
satmtb/car/94,satmtb,car,87,23,3.89,63.13,63.15,16.236,16.239,2.87
satmtb/car/94,satmtb,car,100,64,3.94,65.16,65.55,16.53,16.628,1.04
satmtb/car/94,satmtb,car,99,6,4.23,13.28,13.29,3.143,3.145,2.659
satmtb/car/94,satmtb,car,91,10,3.46,13.06,13.07,3.778,3.783,1.453
satmtb/car/95,satmtb,car,1,200,5.42,291.22,293.7,53.78,54.238,1.476
satmtb/car/95,satmtb,car,2,200,5.19,345.67,348.84,66.564,67.174,1.753
satmtb/car/95,satmtb,car,3,27,6.46,33.55,33.87,5.194,5.243,1.303
satmtb/car/95,satmtb,car,4,13,6.64,17.52,18.05,2.64,2.72,1.504
satmtb/car/95,satmtb,car,5,8,6.23,11.06,11.42,1.777,1.834,1.631
satmtb/car/95,satmtb,car,6,4,5.18,2.26,2.45,0.437,0.473,0.816
satmtb/car/95,satmtb,car,7,4,5.33,2.19,2.19,0.411,0.412,0.731
satmtb/car/95,satmtb,car,8,200,6.23,374.13,376.76,60.053,60.475,1.893
satmtb/car/95,satmtb,car,9,200,5.74,355.4,357.17,61.867,62.174,1.795
satmtb/car/95,satmtb,car,10,200,5.12,358.39,359.74,69.952,70.213,1.808
satmtb/car/95,satmtb,car,11,200,4.94,305.25,306.24,61.748,61.949,1.539
satmtb/car/95,satmtb,car,12,200,5.98,306.95,307.46,51.336,51.422,1.545
satmtb/car/95,satmtb,car,13,195,6.48,384.75,386.13,59.369,59.581,1.99
satmtb/car/95,satmtb,car,14,105,6.53,147.8,148.66,22.638,22.77,1.429
satmtb/car/95,satmtb,car,15,89,5.74,133.42,136.77,23.226,23.808,1.554
satmtb/car/95,satmtb,car,16,96,4.58,127.51,127.89,27.824,27.907,1.346
satmtb/car/95,satmtb,car,17,111,5.73,166.33,166.91,29.036,29.139,1.517
satmtb/car/95,satmtb,car,18,200,5.11,339.86,340.4,66.492,66.597,1.711
satmtb/car/95,satmtb,car,19,199,6.25,364.62,365.54,58.339,58.487,1.846
satmtb/car/95,satmtb,car,20,200,5.15,331.14,331.46,64.251,64.313,1.666
satmtb/car/95,satmtb,car,21,172,4.83,324.04,324.44,67.023,67.106,1.897
satmtb/car/95,satmtb,car,22,143,6.2,208.9,209.74,33.668,33.803,1.477
satmtb/car/95,satmtb,car,23,200,5.27,256.77,257.23,48.689,48.776,1.293
satmtb/car/95,satmtb,car,24,147,6.12,291.09,291.33,47.535,47.573,1.995
satmtb/car/95,satmtb,car,25,161,4.99,231.95,255.47,46.448,51.159,1.597
satmtb/car/95,satmtb,car,26,182,4.62,255.21,256.56,55.2,55.492,1.417
satmtb/car/95,satmtb,car,27,194,6.2,267.66,269.55,43.138,43.443,1.397
satmtb/car/95,satmtb,car,28,147,5.84,273.18,273.34,46.764,46.792,1.872
satmtb/car/95,satmtb,car,29,163,4.75,253.71,254.13,53.414,53.501,1.569
satmtb/car/95,satmtb,car,30,119,5.26,240.44,240.55,45.746,45.768,2.039
satmtb/car/95,satmtb,car,31,107,5.49,208.2,208.44,37.895,37.937,1.966
satmtb/car/95,satmtb,car,32,200,4.97,263.01,264.63,52.868,53.193,1.33
satmtb/car/95,satmtb,car,33,200,5.95,275.01,277.37,46.197,46.593,1.394
satmtb/car/95,satmtb,car,34,200,8.51,330.97,334.54,38.871,39.29,1.681
satmtb/car/95,satmtb,car,35,117,6.98,194.32,194.81,27.831,27.901,1.679
satmtb/car/95,satmtb,car,36,93,6.5,164.8,165.08,25.353,25.397,1.794
satmtb/car/95,satmtb,car,37,95,9.18,182.99,183.19,19.943,19.965,1.949
satmtb/car/95,satmtb,car,38,92,6.73,138.09,138.38,20.517,20.56,1.521
satmtb/car/95,satmtb,car,39,58,6.56,137.41,137.7,20.963,21.006,2.416
satmtb/car/95,satmtb,car,40,200,4.59,311.5,313.16,67.793,68.155,1.574
satmtb/car/95,satmtb,car,41,200,5.61,363.41,366.27,64.782,65.292,1.841
satmtb/car/95,satmtb,car,42,40,6.92,56.94,57.04,8.233,8.246,1.462
satmtb/car/95,satmtb,car,43,29,5.0,64.48,64.52,12.892,12.9,2.304
satmtb/car/95,satmtb,car,44,200,6.36,359.68,361.48,56.518,56.801,1.816
satmtb/car/95,satmtb,car,45,200,6.56,363.33,364.58,55.408,55.598,1.832
satmtb/car/95,satmtb,car,46,13,6.04,13.29,13.33,2.2,2.206,1.111
satmtb/car/95,satmtb,car,47,5,5.89,5.7,5.7,0.968,0.968,1.424
satmtb/car/95,satmtb,car,48,200,6.64,231.41,232.27,34.873,35.003,1.167
satmtb/car/95,satmtb,car,49,11,7.07,11.67,11.67,1.65,1.65,1.167
satmtb/car/95,satmtb,car,59,93,6.91,93.01,94.51,13.452,13.669,1.027
satmtb/car/95,satmtb,car,98,9,5.41,13.62,13.65,2.516,2.521,1.706
satmtb/car/95,satmtb,car,99,101,5.29,99.54,101.5,18.82,19.189,1.015
satmtb/car/95,satmtb,car,100,131,6.21,136.9,137.15,22.03,22.071,1.055
satmtb/car/95,satmtb,car,101,167,6.09,190.82,191.55,31.321,31.44,1.154
satmtb/car/95,satmtb,car,102,167,7.64,211.97,214.66,27.741,28.092,1.293
satmtb/car/95,satmtb,car,103,27,5.76,22.04,22.14,3.829,3.847,0.852
satmtb/car/95,satmtb,car,104,200,4.59,86.49,88.37,18.833,19.242,0.444
satmtb/car/95,satmtb,car,105,200,5.29,102.91,103.4,19.461,19.554,0.52
satmtb/car/95,satmtb,car,106,200,4.8,99.84,100.51,20.807,20.947,0.505
satmtb/car/95,satmtb,car,107,85,5.45,19.06,21.18,3.499,3.888,0.252
satmtb/car/95,satmtb,car,108,125,4.6,10.06,12.22,2.187,2.658,0.099
satmtb/car/95,satmtb,car,109,200,5.78,74.89,75.45,12.961,13.057,0.379
satmtb/car/95,satmtb,car,110,200,5.81,73.12,73.63,12.59,12.679,0.37
satmtb/car/95,satmtb,car,111,200,6.72,116.48,117.17,17.331,17.433,0.589
satmtb/car/95,satmtb,car,112,200,7.82,195.98,196.99,25.069,25.199,0.99
satmtb/car/95,satmtb,car,113,200,5.84,147.75,152.68,25.295,26.14,0.767
satmtb/car/95,satmtb,car,114,29,4.29,39.7,39.8,9.257,9.281,1.422
satmtb/car/95,satmtb,car,115,8,5.46,9.43,9.53,1.728,1.747,1.362
satmtb/car/95,satmtb,car,119,123,5.45,103.03,103.28,18.905,18.95,0.847
satmtb/car/95,satmtb,car,120,200,8.22,50.59,51.15,6.156,6.225,0.257
satmtb/car/95,satmtb,car,121,200,5.18,50.0,50.38,9.653,9.726,0.253
satmtb/car/95,satmtb,car,140,200,6.15,104.42,107.09,16.973,17.407,0.538
satmtb/car/95,satmtb,car,150,153,5.77,161.59,162.0,27.981,28.052,1.066
satmtb/car/95,satmtb,car,151,200,11.39,83.2,98.37,7.307,8.64,0.494
satmtb/car/95,satmtb,car,152,36,5.81,55.07,55.21,9.476,9.501,1.577
satmtb/car/95,satmtb,car,153,46,4.71,55.84,57.46,11.846,12.188,1.277
satmtb/car/95,satmtb,car,154,51,8.23,75.95,77.74,9.23,9.447,1.555
satmtb/car/95,satmtb,car,155,60,7.21,93.55,95.41,12.968,13.226,1.617
satmtb/car/95,satmtb,car,156,174,8.07,308.83,310.33,38.284,38.469,1.794
satmtb/car/95,satmtb,car,157,200,6.82,286.09,287.97,41.967,42.243,1.447
satmtb/car/95,satmtb,car,158,101,5.64,159.86,160.53,28.33,28.447,1.605
satmtb/car/95,satmtb,car,159,147,6.77,252.84,254.9,37.362,37.667,1.746
satmtb/car/95,satmtb,car,160,123,6.01,213.99,215.21,35.596,35.799,1.764
satmtb/car/95,satmtb,car,161,121,5.4,208.77,212.48,38.663,39.35,1.771
satmtb/car/95,satmtb,car,168,191,6.02,358.56,361.88,59.517,60.068,1.905
satmtb/car/95,satmtb,car,169,200,4.72,388.04,389.74,82.23,82.59,1.958
satmtb/car/95,satmtb,car,171,182,5.16,187.61,189.01,36.326,36.596,1.044
satmtb/car/95,satmtb,car,172,41,7.38,32.86,33.34,4.453,4.518,0.834
satmtb/car/95,satmtb,car,175,30,10.82,13.08,13.2,1.208,1.219,0.455
satmtb/car/95,satmtb,car,50,195,6.25,404.83,405.99,64.804,64.991,2.093
satmtb/car/95,satmtb,car,116,195,4.54,139.24,140.36,30.699,30.947,0.724
satmtb/car/95,satmtb,car,117,165,5.12,109.64,110.38,21.411,21.556,0.673
satmtb/car/95,satmtb,car,51,62,11.44,27.48,27.67,2.403,2.42,0.454
satmtb/car/95,satmtb,car,174,191,7.18,144.31,150.85,20.087,20.998,0.794
satmtb/car/95,satmtb,car,52,19,6.35,10.78,10.96,1.7,1.727,0.609
satmtb/car/95,satmtb,car,53,17,5.12,13.49,13.65,2.633,2.665,0.853
satmtb/car/95,satmtb,car,54,21,4.66,9.97,10.32,2.14,2.215,0.516
satmtb/car/95,satmtb,car,55,49,6.14,31.51,31.59,5.127,5.141,0.658
satmtb/car/95,satmtb,car,165,21,6.11,14.98,15.13,2.451,2.474,0.756
satmtb/car/95,satmtb,car,57,22,4.34,22.94,22.95,5.283,5.284,1.093
