seq_id,seq_category,category,det_object_id,n_obs,median_sqrt_area,net_disp_px,net_disp_ratio,frac_frames_in_mot,in_mot
satmtb/airplane/31,airplane,airplane,7,319,30.86,5.54,0.18,0.0,False
satmtb/airplane/31,airplane,airplane,8,319,47.21,4.98,0.106,0.0,False
satmtb/airplane/31,airplane,airplane,9,319,49.91,3.58,0.072,0.0,False
satmtb/airplane/31,airplane,airplane,10,319,44.08,3.96,0.09,0.0,False
satmtb/airplane/31,airplane,airplane,11,319,48.41,4.89,0.101,0.0,False
satmtb/airplane/31,airplane,airplane,12,319,45.0,5.47,0.122,0.0,False
satmtb/airplane/31,airplane,airplane,13,319,50.47,4.12,0.082,0.0,False
satmtb/airplane/31,airplane,airplane,14,319,40.68,6.45,0.159,0.0,False
satmtb/airplane/31,airplane,airplane,15,319,38.31,5.04,0.132,0.0,False
satmtb/airplane/31,airplane,airplane,16,319,37.47,5.4,0.144,0.0,False
satmtb/airplane/31,airplane,airplane,17,319,37.92,5.24,0.138,0.0,False
satmtb/airplane/31,airplane,airplane,18,319,32.85,5.73,0.175,0.0,False
satmtb/airplane/31,airplane,airplane,19,319,47.74,6.1,0.128,0.0,False
satmtb/airplane/31,airplane,airplane,20,319,44.14,3.32,0.075,0.0,False
satmtb/airplane/31,airplane,airplane,21,319,36.61,5.68,0.155,0.0,False
satmtb/airplane/31,airplane,airplane,22,319,46.96,194.91,4.151,1.0,True
satmtb/airplane/31,airplane,airplane,23,319,47.59,138.03,2.9,1.0,True
satmtb/airplane/31,airplane,airplane,24,319,66.67,2.84,0.043,0.0,False
satmtb/airplane/31,airplane,airplane,25,319,84.31,0.0,0.0,0.0,False
satmtb/airplane/32,airplane,airplane,1,283,52.24,4.58,0.088,0.0,False
satmtb/airplane/32,airplane,airplane,2,283,50.92,6.22,0.122,0.0,False
satmtb/airplane/32,airplane,airplane,3,283,65.84,4.91,0.075,0.0,False
satmtb/airplane/32,airplane,airplane,4,283,88.25,6.1,0.069,0.0,False
satmtb/airplane/32,airplane,airplane,5,283,108.26,5.93,0.055,0.0,False
satmtb/airplane/32,airplane,airplane,6,283,108.39,8.38,0.077,0.0,False
satmtb/airplane/32,airplane,airplane,7,283,51.68,6.4,0.124,0.0,False
satmtb/airplane/32,airplane,airplane,8,283,53.91,6.1,0.113,0.0,False
satmtb/airplane/32,airplane,airplane,9,283,50.39,367.75,7.299,1.0,True
satmtb/airplane/32,airplane,airplane,10,283,49.96,6.96,0.139,0.0,False
satmtb/airplane/33,airplane,airplane,1,283,112.11,0.82,0.007,0.0,False
satmtb/airplane/33,airplane,airplane,2,283,110.32,0.0,0.0,0.0,False
satmtb/airplane/33,airplane,airplane,3,283,111.79,0.0,0.0,0.0,False
satmtb/airplane/33,airplane,airplane,4,283,113.13,4.9,0.043,0.0,False
satmtb/airplane/33,airplane,airplane,5,283,99.15,0.0,0.0,0.0,False
satmtb/airplane/33,airplane,airplane,6,283,89.18,0.0,0.0,0.0,False
satmtb/airplane/33,airplane,airplane,7,283,98.29,0.0,0.0,0.0,False
satmtb/airplane/33,airplane,airplane,8,283,99.9,0.0,0.0,0.0,False
satmtb/airplane/33,airplane,airplane,9,283,91.33,0.0,0.0,0.0,False
satmtb/airplane/33,airplane,airplane,10,283,95.08,0.0,0.0,0.0,False
satmtb/airplane/33,airplane,airplane,11,283,79.51,0.0,0.0,0.0,False
satmtb/airplane/33,airplane,airplane,12,283,98.22,0.0,0.0,0.0,False
satmtb/airplane/33,airplane,airplane,13,283,101.64,1.17,0.011,0.0,False
satmtb/airplane/33,airplane,airplane,14,283,94.18,277.48,2.946,1.0,True
satmtb/airplane/34,airplane,airplane,1,283,54.19,42.65,0.787,1.0,True
satmtb/airplane/34,airplane,airplane,2,283,100.13,29.19,0.291,0.7,True
satmtb/airplane/34,airplane,airplane,3,283,110.54,62.87,0.569,1.0,True
satmtb/airplane/34,airplane,airplane,4,283,99.21,5.62,0.057,0.0,False
satmtb/airplane/34,airplane,airplane,5,283,48.53,7.3,0.15,0.0,False
satmtb/airplane/34,airplane,airplane,6,283,96.97,4.51,0.047,0.0,False
satmtb/airplane/34,airplane,airplane,7,283,96.02,4.92,0.051,0.0,False
satmtb/airplane/34,airplane,airplane,8,283,97.42,6.28,0.064,0.0,False
satmtb/airplane/34,airplane,airplane,9,283,109.64,6.46,0.059,0.0,False
satmtb/airplane/34,airplane,airplane,10,283,110.26,6.69,0.061,0.0,False
satmtb/airplane/34,airplane,airplane,11,283,97.14,5.22,0.054,0.0,False
satmtb/airplane/34,airplane,airplane,12,283,108.46,6.46,0.06,0.0,False
satmtb/airplane/34,airplane,airplane,13,283,99.4,5.15,0.052,0.0,False
satmtb/airplane/34,airplane,airplane,14,283,98.06,5.72,0.058,0.0,False
satmtb/airplane/34,airplane,airplane,15,283,97.43,4.9,0.05,0.0,False
satmtb/airplane/34,airplane,airplane,16,283,100.42,5.12,0.051,0.0,False
satmtb/airplane/34,airplane,airplane,17,283,105.08,6.32,0.06,0.0,False
satmtb/airplane/34,airplane,airplane,18,283,102.44,4.08,0.04,0.0,False
satmtb/airplane/34,airplane,airplane,19,283,97.96,4.66,0.048,0.0,False
satmtb/airplane/34,airplane,airplane,20,283,93.76,4.87,0.052,0.0,False
satmtb/airplane/34,airplane,airplane,21,283,110.46,6.05,0.055,0.0,False
satmtb/airplane/34,airplane,airplane,22,283,54.56,8.47,0.155,0.0,False
satmtb/airplane/35,airplane,airplane,1,283,58.14,34.68,0.596,1.0,True
satmtb/airplane/35,airplane,airplane,2,283,110.55,5.62,0.051,0.0,False
satmtb/airplane/35,airplane,airplane,3,283,112.56,4.13,0.037,0.0,False
satmtb/airplane/35,airplane,airplane,4,283,109.45,5.61,0.051,0.0,False
satmtb/airplane/35,airplane,airplane,5,283,109.47,5.41,0.049,0.0,False
satmtb/airplane/35,airplane,airplane,6,283,109.49,4.25,0.039,0.0,False
satmtb/airplane/35,airplane,airplane,7,283,110.08,4.25,0.039,0.0,False
satmtb/airplane/35,airplane,airplane,8,283,102.5,1.95,0.019,0.0,False
satmtb/airplane/35,airplane,airplane,9,283,101.34,4.5,0.044,0.0,False
satmtb/airplane/35,airplane,airplane,10,283,109.45,4.4,0.04,0.0,False
satmtb/airplane/35,airplane,airplane,11,283,109.69,5.45,0.05,0.0,False
satmtb/airplane/35,airplane,airplane,12,283,99.43,4.63,0.047,0.0,False
satmtb/airplane/35,airplane,airplane,13,283,109.46,4.54,0.042,0.0,False
satmtb/airplane/35,airplane,airplane,14,283,57.58,4.6,0.08,0.0,False
satmtb/airplane/35,airplane,airplane,15,283,54.8,7.97,0.146,0.0,False
satmtb/airplane/35,airplane,airplane,16,283,55.98,8.55,0.153,0.0,False
satmtb/airplane/35,airplane,airplane,17,283,57.6,9.56,0.166,0.0,False
satmtb/airplane/35,airplane,airplane,18,283,56.58,7.93,0.14,0.0,False
satmtb/airplane/35,airplane,airplane,19,283,52.59,6.26,0.119,0.0,False
satmtb/airplane/35,airplane,airplane,20,283,52.26,6.96,0.133,0.0,False
satmtb/airplane/35,airplane,airplane,21,283,51.94,7.59,0.146,0.0,False
satmtb/airplane/35,airplane,airplane,22,283,53.02,7.55,0.142,0.0,False
satmtb/airplane/35,airplane,airplane,23,283,51.68,7.47,0.144,0.0,False
satmtb/airplane/36,airplane,airplane,1,324,105.13,6.63,0.063,0.0,False
satmtb/airplane/36,airplane,airplane,2,324,90.33,4.48,0.05,0.0,False
satmtb/airplane/36,airplane,airplane,3,324,88.51,6.14,0.069,0.0,False
satmtb/airplane/36,airplane,airplane,4,324,88.4,4.89,0.055,0.0,False
satmtb/airplane/36,airplane,airplane,5,324,75.28,7.1,0.094,0.0,False
satmtb/airplane/36,airplane,airplane,6,324,80.68,29.69,0.368,1.0,True
satmtb/airplane/36,airplane,airplane,7,324,80.19,9.42,0.117,0.0,False
satmtb/airplane/36,airplane,airplane,8,324,44.08,9.14,0.207,0.0,False
satmtb/airplane/36,airplane,airplane,9,324,61.32,7.24,0.118,0.0,False
satmtb/airplane/36,airplane,airplane,10,324,41.02,7.75,0.189,0.0,False
satmtb/airplane/36,airplane,airplane,11,324,41.39,7.54,0.182,0.0,False
satmtb/airplane/36,airplane,airplane,12,324,39.82,8.05,0.202,0.0,False
satmtb/airplane/36,airplane,airplane,13,324,52.25,5.95,0.114,0.0,False
satmtb/airplane/36,airplane,airplane,14,324,43.57,147.88,3.394,1.0,True
satmtb/airplane/36,airplane,airplane,15,324,68.12,6.07,0.089,0.0,False
satmtb/airplane/36,airplane,airplane,16,324,52.08,8.19,0.157,0.0,False
satmtb/airplane/36,airplane,airplane,17,324,67.59,6.0,0.089,0.0,False
satmtb/airplane/36,airplane,airplane,18,324,89.92,7.83,0.087,0.0,False
satmtb/airplane/36,airplane,airplane,19,324,87.92,6.75,0.077,0.0,False
satmtb/airplane/36,airplane,airplane,20,324,80.37,6.61,0.082,0.0,False
satmtb/airplane/36,airplane,airplane,21,324,113.08,6.02,0.053,0.0,False
satmtb/airplane/36,airplane,airplane,22,324,64.72,6.85,0.106,0.0,False
satmtb/airplane/36,airplane,airplane,23,324,48.44,7.02,0.145,0.0,False
satmtb/airplane/36,airplane,airplane,24,324,73.14,6.0,0.082,0.0,False
satmtb/airplane/36,airplane,airplane,25,324,83.51,6.14,0.074,0.0,False
satmtb/airplane/36,airplane,airplane,26,324,81.55,7.97,0.098,0.0,False
satmtb/airplane/36,airplane,airplane,27,324,105.39,7.56,0.072,0.0,False
satmtb/airplane/36,airplane,airplane,28,324,101.73,6.85,0.067,0.0,False
satmtb/airplane/36,airplane,airplane,29,324,93.44,10.88,0.116,0.0,False
satmtb/airplane/36,airplane,airplane,30,324,93.22,6.72,0.072,0.0,False
satmtb/airplane/36,airplane,airplane,31,324,89.69,7.72,0.086,0.0,False
satmtb/airplane/36,airplane,airplane,32,324,77.31,8.11,0.105,0.0,False
satmtb/airplane/36,airplane,airplane,33,324,91.93,8.04,0.087,0.0,False
satmtb/airplane/36,airplane,airplane,34,324,111.12,9.07,0.082,0.0,False
satmtb/airplane/36,airplane,airplane,35,324,111.8,6.92,0.062,0.0,False
satmtb/airplane/36,airplane,airplane,36,324,66.9,6.1,0.091,0.0,False
satmtb/airplane/36,airplane,airplane,37,324,29.92,6.22,0.208,0.0,False
satmtb/airplane/36,airplane,airplane,38,324,22.23,9.73,0.438,0.0,False
satmtb/airplane/37,airplane,airplane,1,140,47.72,39.53,0.828,1.0,True
satmtb/airplane/37,airplane,airplane,2,140,39.12,65.65,1.678,1.0,True
satmtb/airplane/37,airplane,airplane,3,140,64.17,3.03,0.047,0.0,False
satmtb/airplane/37,airplane,airplane,4,140,38.98,2.2,0.056,0.0,False
satmtb/airplane/37,airplane,airplane,5,140,35.07,2.67,0.076,0.0,False
satmtb/airplane/37,airplane,airplane,6,140,41.56,15.24,0.367,0.614,True
satmtb/airplane/37,airplane,airplane,7,140,38.16,1.56,0.041,0.0,False
satmtb/airplane/37,airplane,airplane,8,140,36.08,2.24,0.062,0.0,False
satmtb/airplane/37,airplane,airplane,9,140,37.33,2.58,0.069,0.0,False
satmtb/airplane/37,airplane,airplane,10,140,38.65,3.97,0.103,0.0,False
satmtb/airplane/37,airplane,airplane,11,140,67.33,3.36,0.05,0.0,False
satmtb/airplane/37,airplane,airplane,12,140,70.6,0.83,0.012,0.0,False
satmtb/airplane/37,airplane,airplane,13,140,31.59,2.54,0.08,0.0,False
satmtb/airplane/37,airplane,airplane,14,140,33.65,2.73,0.081,0.0,False
satmtb/airplane/37,airplane,airplane,15,140,50.06,2.4,0.048,0.0,False
satmtb/airplane/37,airplane,airplane,16,140,41.62,0.51,0.012,0.0,False
satmtb/airplane/37,airplane,airplane,17,140,46.17,0.32,0.007,0.0,False
satmtb/airplane/37,airplane,airplane,18,140,34.16,2.78,0.081,0.0,False
satmtb/airplane/37,airplane,airplane,19,140,56.56,5.79,0.102,0.0,False
satmtb/airplane/37,airplane,airplane,20,140,40.77,2.79,0.068,0.0,False
satmtb/airplane/37,airplane,airplane,21,140,41.02,0.58,0.014,0.0,False
satmtb/airplane/37,airplane,airplane,22,140,46.04,3.55,0.077,0.0,False
satmtb/airplane/37,airplane,airplane,23,140,39.26,1.91,0.049,0.0,False
satmtb/airplane/37,airplane,airplane,24,140,38.46,1.57,0.041,0.0,False
satmtb/airplane/37,airplane,airplane,25,140,42.63,3.97,0.093,0.0,False
satmtb/airplane/37,airplane,airplane,26,140,39.02,0.48,0.012,0.0,False
satmtb/airplane/37,airplane,airplane,27,140,37.64,2.06,0.055,0.0,False
satmtb/airplane/37,airplane,airplane,28,140,40.11,1.13,0.028,0.0,False
satmtb/airplane/38,airplane,airplane,1,140,60.7,2.39,0.039,0.0,False
satmtb/airplane/38,airplane,airplane,2,140,64.33,4.52,0.07,0.0,False
satmtb/airplane/38,airplane,airplane,3,140,62.41,3.95,0.063,0.0,False
satmtb/airplane/38,airplane,airplane,4,140,64.13,3.19,0.05,0.0,False
satmtb/airplane/38,airplane,airplane,5,144,39.44,40.87,1.036,0.833,True
satmtb/airplane/39,airplane,airplane,1,68,32.97,1.77,0.054,0.0,False
satmtb/airplane/39,airplane,airplane,2,68,34.26,1.6,0.047,0.0,False
satmtb/airplane/39,airplane,airplane,3,68,61.62,0.49,0.008,0.0,False
satmtb/airplane/39,airplane,airplane,4,68,32.95,0.0,0.0,0.0,False
satmtb/airplane/39,airplane,airplane,5,68,51.39,1.09,0.021,0.0,False
satmtb/airplane/39,airplane,airplane,6,68,52.96,1.68,0.032,0.0,False
satmtb/airplane/39,airplane,airplane,7,68,35.37,0.83,0.023,0.0,False
satmtb/airplane/39,airplane,airplane,8,68,31.49,0.55,0.017,0.0,False
satmtb/airplane/39,airplane,airplane,9,68,30.9,0.02,0.001,0.0,False
satmtb/airplane/39,airplane,airplane,10,68,31.88,0.66,0.021,0.0,False
satmtb/airplane/39,airplane,airplane,11,68,32.22,1.42,0.044,0.0,False
satmtb/airplane/39,airplane,airplane,12,68,37.98,0.39,0.01,0.0,False
satmtb/airplane/39,airplane,airplane,13,68,40.28,0.83,0.02,0.0,False
satmtb/airplane/39,airplane,airplane,14,68,33.16,1.39,0.042,0.0,False
satmtb/airplane/39,airplane,airplane,15,68,45.11,1.18,0.026,0.0,False
satmtb/airplane/39,airplane,airplane,16,68,33.6,1.3,0.039,0.0,False
satmtb/airplane/39,airplane,airplane,17,68,35.34,0.8,0.023,0.0,False
satmtb/airplane/39,airplane,airplane,18,68,31.41,1.24,0.04,0.0,False
satmtb/airplane/39,airplane,airplane,19,68,37.33,2.0,0.054,0.0,False
satmtb/airplane/39,airplane,airplane,20,68,33.38,0.81,0.024,0.0,False
satmtb/airplane/39,airplane,airplane,21,67,54.1,729.56,13.486,1.0,True
satmtb/airplane/40,airplane,airplane,1,325,67.22,162.83,2.422,1.0,True
satmtb/airplane/40,airplane,airplane,2,325,48.03,179.4,3.735,1.0,True
satmtb/airplane/40,airplane,airplane,3,325,61.94,21.73,0.351,0.0,False
satmtb/airplane/40,airplane,airplane,4,325,66.77,20.68,0.31,0.0,False
satmtb/airplane/40,airplane,airplane,5,325,63.21,22.43,0.355,0.0,False
satmtb/airplane/40,airplane,airplane,6,325,61.7,21.64,0.351,0.0,False
satmtb/airplane/40,airplane,airplane,7,325,64.08,16.63,0.259,0.0,False
satmtb/airplane/40,airplane,airplane,8,325,45.63,22.3,0.489,0.0,False
satmtb/airplane/40,airplane,airplane,9,325,56.51,20.31,0.359,0.0,False
satmtb/airplane/40,airplane,airplane,10,325,52.88,21.73,0.411,0.0,False
satmtb/airplane/40,airplane,airplane,11,325,80.16,19.07,0.238,0.0,False
satmtb/airplane/40,airplane,airplane,12,325,45.24,20.8,0.46,0.0,False
satmtb/airplane/40,airplane,airplane,13,325,49.35,20.68,0.419,0.0,False
satmtb/airplane/40,airplane,airplane,14,325,59.28,20.42,0.344,0.0,False
satmtb/airplane/40,airplane,airplane,15,325,51.57,19.85,0.385,0.0,False
satmtb/airplane/40,airplane,airplane,16,325,48.12,19.43,0.404,0.0,False
satmtb/airplane/40,airplane,airplane,17,325,47.79,15.92,0.333,0.0,False
satmtb/airplane/41,airplane,airplane,1,68,80.1,135.73,1.694,1.0,True
satmtb/airplane/41,airplane,airplane,2,68,30.62,652.21,21.3,1.0,True
satmtb/airplane/41,airplane,airplane,3,68,68.25,0.69,0.01,0.0,False
satmtb/airplane/41,airplane,airplane,4,68,79.79,0.0,0.0,0.0,False
satmtb/airplane/41,airplane,airplane,5,68,83.25,1.12,0.013,0.0,False
satmtb/airplane/41,airplane,airplane,6,68,76.67,1.14,0.015,0.0,False
satmtb/airplane/41,airplane,airplane,7,68,79.15,0.15,0.002,0.0,False
satmtb/airplane/41,airplane,airplane,8,68,41.05,0.95,0.023,0.0,False
satmtb/airplane/41,airplane,airplane,9,68,80.42,0.0,0.0,0.0,False
satmtb/airplane/41,airplane,airplane,10,68,47.09,0.0,0.0,0.0,False
satmtb/airplane/41,airplane,airplane,11,68,40.21,1.38,0.034,0.0,False
satmtb/airplane/41,airplane,airplane,12,68,39.29,0.27,0.007,0.0,False
satmtb/airplane/41,airplane,airplane,13,68,60.47,0.25,0.004,0.0,False
satmtb/airplane/41,airplane,airplane,14,68,59.17,0.71,0.012,0.0,False
satmtb/airplane/41,airplane,airplane,15,68,48.21,0.46,0.01,0.0,False
satmtb/airplane/41,airplane,airplane,16,68,77.1,0.9,0.012,0.0,False
satmtb/airplane/41,airplane,airplane,17,68,69.17,0.45,0.007,0.0,False
satmtb/airplane/41,airplane,airplane,18,68,78.16,0.0,0.0,0.0,False
satmtb/airplane/41,airplane,airplane,19,68,77.33,0.0,0.0,0.0,False
satmtb/airplane/41,airplane,airplane,20,68,72.23,0.75,0.01,0.0,False
satmtb/airplane/41,airplane,airplane,21,68,70.41,0.0,0.0,0.0,False
satmtb/airplane/41,airplane,airplane,22,68,69.68,1.02,0.015,0.0,False
satmtb/airplane/42,airplane,airplane,1,67,71.86,216.68,3.015,1.0,True
satmtb/airplane/42,airplane,airplane,2,67,78.24,0.0,0.0,0.0,False
satmtb/airplane/42,airplane,airplane,3,67,73.78,0.0,0.0,0.0,False
satmtb/airplane/42,airplane,airplane,4,67,73.3,0.0,0.0,0.0,False
satmtb/airplane/42,airplane,airplane,5,67,70.32,0.0,0.0,0.0,False
satmtb/airplane/42,airplane,airplane,6,67,65.76,0.0,0.0,0.0,False
satmtb/airplane/42,airplane,airplane,7,67,57.88,0.0,0.0,0.0,False
satmtb/airplane/42,airplane,airplane,8,67,70.41,0.0,0.0,0.0,False
satmtb/airplane/42,airplane,airplane,9,67,72.31,0.0,0.0,0.0,False
satmtb/airplane/42,airplane,airplane,10,67,76.15,0.0,0.0,0.0,False
satmtb/airplane/42,airplane,airplane,11,67,80.06,0.0,0.0,0.0,False
satmtb/airplane/42,airplane,airplane,12,67,81.1,0.0,0.0,0.0,False
satmtb/airplane/42,airplane,airplane,13,67,78.4,0.0,0.0,0.0,False
satmtb/airplane/43,airplane,airplane,1,141,46.5,0.0,0.0,0.0,False
satmtb/airplane/43,airplane,airplane,2,141,53.57,18.31,0.342,1.0,True
satmtb/airplane/43,airplane,airplane,3,141,55.58,0.0,0.0,0.0,False
satmtb/airplane/43,airplane,airplane,4,141,30.9,161.68,5.233,1.0,True
satmtb/airplane/43,airplane,airplane,5,141,29.73,658.22,22.14,1.0,True
satmtb/airplane/43,airplane,airplane,6,141,30.73,0.52,0.017,0.0,False
satmtb/airplane/43,airplane,airplane,7,141,31.18,1.29,0.041,0.0,False
satmtb/airplane/43,airplane,airplane,8,141,32.09,0.45,0.014,0.0,False
satmtb/airplane/43,airplane,airplane,9,141,36.54,0.0,0.0,0.0,False
satmtb/airplane/43,airplane,airplane,10,141,37.9,0.0,0.0,0.0,False
satmtb/airplane/43,airplane,airplane,11,141,27.14,0.05,0.002,0.0,False
satmtb/airplane/43,airplane,airplane,12,141,31.88,0.3,0.009,0.0,False
satmtb/airplane/43,airplane,airplane,13,141,27.43,0.05,0.002,0.0,False
satmtb/airplane/43,airplane,airplane,14,141,30.53,0.2,0.007,0.0,False
satmtb/airplane/43,airplane,airplane,15,141,31.02,0.2,0.006,0.0,False
satmtb/airplane/43,airplane,airplane,16,141,32.14,0.0,0.0,0.0,False
satmtb/airplane/44,airplane,airplane,1,22,67.45,239.04,3.544,0.955,True
satmtb/airplane/44,airplane,airplane,2,141,54.19,137.57,2.539,1.0,True
satmtb/airplane/44,airplane,airplane,3,141,42.73,83.94,1.964,1.0,True
satmtb/airplane/45,airplane,airplane,1,141,50.98,25.6,0.502,0.723,True
satmtb/airplane/45,airplane,airplane,2,141,65.17,29.74,0.456,1.0,True
satmtb/airplane/45,airplane,airplane,3,141,59.49,1.39,0.023,0.0,False
satmtb/airplane/45,airplane,airplane,4,141,41.24,108.2,2.624,1.0,True
satmtb/airplane/45,airplane,airplane,5,141,46.77,0.92,0.02,0.0,False
satmtb/airplane/45,airplane,airplane,6,141,39.34,0.0,0.0,0.0,False
satmtb/airplane/45,airplane,airplane,7,141,39.58,1.86,0.047,0.0,False
satmtb/airplane/45,airplane,airplane,8,141,41.65,0.0,0.0,0.0,False
satmtb/airplane/45,airplane,airplane,9,141,43.48,0.0,0.0,0.0,False
satmtb/airplane/45,airplane,airplane,10,141,48.65,1.06,0.022,0.0,False
satmtb/airplane/45,airplane,airplane,11,141,33.35,0.0,0.0,0.0,False
satmtb/airplane/45,airplane,airplane,12,141,41.6,0.0,0.0,0.0,False
satmtb/airplane/45,airplane,airplane,13,141,38.56,0.0,0.0,0.0,False
satmtb/airplane/45,airplane,airplane,14,141,35.38,0.0,0.0,0.0,False
satmtb/airplane/45,airplane,airplane,15,141,39.74,0.0,0.0,0.0,False
satmtb/airplane/45,airplane,airplane,16,141,39.07,0.0,0.0,0.0,False
satmtb/airplane/45,airplane,airplane,17,106,44.15,103.87,2.353,1.0,True
satmtb/airplane/46,airplane,airplane,1,143,50.67,0.0,0.0,0.0,False
satmtb/airplane/46,airplane,airplane,2,143,46.18,0.0,0.0,0.0,False
satmtb/airplane/46,airplane,airplane,3,143,48.28,0.0,0.0,0.0,False
satmtb/airplane/46,airplane,airplane,4,143,42.07,0.0,0.0,0.0,False
satmtb/airplane/46,airplane,airplane,5,143,38.63,0.0,0.0,0.0,False
satmtb/airplane/46,airplane,airplane,6,143,45.43,0.0,0.0,0.0,False
satmtb/airplane/46,airplane,airplane,7,143,65.44,31.72,0.485,1.0,True
satmtb/airplane/46,airplane,airplane,8,143,62.89,0.0,0.0,0.0,False
satmtb/airplane/46,airplane,airplane,9,143,76.19,0.0,0.0,0.0,False
satmtb/airplane/46,airplane,airplane,10,143,43.29,0.0,0.0,0.0,False
satmtb/airplane/46,airplane,airplane,11,143,44.41,52.25,1.176,1.0,True
satmtb/airplane/46,airplane,airplane,12,143,40.99,0.0,0.0,0.0,False
satmtb/airplane/46,airplane,airplane,13,143,45.75,0.0,0.0,0.0,False
satmtb/airplane/46,airplane,airplane,14,143,44.14,0.0,0.0,0.0,False
satmtb/airplane/46,airplane,airplane,15,143,47.82,0.0,0.0,0.0,False
satmtb/airplane/46,airplane,airplane,16,143,47.52,0.0,0.0,0.0,False
satmtb/airplane/46,airplane,airplane,17,143,35.35,0.0,0.0,0.0,False
satmtb/airplane/46,airplane,airplane,18,143,39.5,0.0,0.0,0.0,False
satmtb/airplane/46,airplane,airplane,19,143,42.74,0.0,0.0,0.0,False
satmtb/airplane/46,airplane,airplane,20,143,40.35,0.0,0.0,0.0,False
satmtb/airplane/46,airplane,airplane,21,143,39.23,107.9,2.75,1.0,True
satmtb/airplane/46,airplane,airplane,22,143,48.5,0.0,0.0,0.0,False
satmtb/airplane/46,airplane,airplane,23,143,39.41,0.0,0.0,0.0,False
satmtb/airplane/46,airplane,airplane,24,143,36.1,0.0,0.0,0.0,False
satmtb/airplane/46,airplane,airplane,25,143,41.25,0.0,0.0,0.0,False
satmtb/airplane/46,airplane,airplane,26,143,44.05,0.0,0.0,0.0,False
satmtb/airplane/46,airplane,airplane,27,143,35.01,0.0,0.0,0.0,False
satmtb/airplane/46,airplane,airplane,28,143,46.66,23.28,0.499,0.58,True
satmtb/airplane/46,airplane,airplane,29,143,45.1,108.83,2.413,1.0,True
satmtb/airplane/46,airplane,airplane,30,143,40.0,0.0,0.0,0.0,False
satmtb/airplane/47,airplane,airplane,1,45,45.4,0.0,0.0,0.0,False
satmtb/airplane/47,airplane,airplane,2,45,40.51,0.0,0.0,0.0,False
satmtb/airplane/47,airplane,airplane,3,45,65.56,0.0,0.0,0.0,False
satmtb/airplane/47,airplane,airplane,4,45,67.56,0.0,0.0,0.0,False
satmtb/airplane/47,airplane,airplane,5,45,74.76,26.79,0.358,1.0,True
satmtb/airplane/48,airplane,airplane,1,114,63.61,0.0,0.0,0.0,False
satmtb/airplane/48,airplane,airplane,2,114,66.48,0.0,0.0,0.0,False
satmtb/airplane/48,airplane,airplane,3,114,40.46,40.03,0.989,1.0,True
satmtb/airplane/48,airplane,airplane,4,114,35.42,0.89,0.025,0.0,False
satmtb/airplane/48,airplane,airplane,5,114,34.23,0.7,0.02,0.0,False
satmtb/airplane/48,airplane,airplane,6,114,32.08,0.66,0.02,0.0,False
satmtb/airplane/48,airplane,airplane,7,114,34.98,0.0,0.0,0.0,False
satmtb/airplane/48,airplane,airplane,8,114,38.43,0.0,0.0,0.0,False
satmtb/airplane/48,airplane,airplane,9,114,42.67,0.0,0.0,0.0,False
satmtb/airplane/48,airplane,airplane,10,114,32.32,0.0,0.0,0.0,False
satmtb/airplane/48,airplane,airplane,11,114,36.59,0.0,0.0,0.0,False
satmtb/airplane/48,airplane,airplane,12,114,38.87,0.0,0.0,0.0,False
satmtb/airplane/48,airplane,airplane,13,114,42.31,0.0,0.0,0.0,False
satmtb/airplane/48,airplane,airplane,14,114,42.77,178.73,4.178,1.0,True
satmtb/airplane/48,airplane,airplane,15,114,45.05,158.23,3.512,1.0,True
satmtb/airplane/48,airplane,airplane,16,114,42.67,0.0,0.0,0.0,False
satmtb/airplane/48,airplane,airplane,17,114,55.5,0.0,0.0,0.0,False
satmtb/airplane/49,airplane,airplane,1,140,40.66,1.21,0.03,0.0,False
satmtb/airplane/49,airplane,airplane,2,140,43.57,1.18,0.027,0.0,False
satmtb/airplane/49,airplane,airplane,3,140,45.99,184.7,4.016,1.0,True
satmtb/airplane/49,airplane,airplane,4,140,67.57,7.43,0.11,0.221,False
satmtb/airplane/50,airplane,airplane,1,141,58.93,0.39,0.007,0.0,False
satmtb/airplane/50,airplane,airplane,2,141,36.53,0.0,0.0,0.0,False
satmtb/airplane/50,airplane,airplane,3,141,40.47,0.0,0.0,0.0,False
satmtb/airplane/50,airplane,airplane,4,141,42.74,0.0,0.0,0.0,False
satmtb/airplane/50,airplane,airplane,5,141,41.83,0.0,0.0,0.0,False
satmtb/airplane/50,airplane,airplane,6,141,42.91,0.0,0.0,0.0,False
satmtb/airplane/50,airplane,airplane,7,141,40.64,4.16,0.102,0.128,False
satmtb/airplane/50,airplane,airplane,8,141,45.6,0.0,0.0,0.0,False
satmtb/airplane/50,airplane,airplane,9,141,35.74,0.0,0.0,0.0,False
satmtb/airplane/50,airplane,airplane,10,141,37.55,0.0,0.0,0.0,False
satmtb/airplane/50,airplane,airplane,11,141,34.04,100.96,2.966,1.0,True
satmtb/airplane/50,airplane,airplane,12,141,39.92,0.0,0.0,0.0,False
satmtb/airplane/50,airplane,airplane,13,141,38.13,0.0,0.0,0.0,False
satmtb/airplane/50,airplane,airplane,14,141,42.14,0.0,0.0,0.0,False
satmtb/airplane/50,airplane,airplane,15,141,32.75,0.5,0.015,0.0,False
